Liste de la plupart des transistors utilisés :

Reference:	Description:
2SK1317	N-FET 1500V 2.5A 100W 12E
2SK1338	N-FET 900V 2A 50W 7E
2SK1341	N-FET 900V 6A 100W 3E
2SK1342	N-FET 900V 8A 100W 1E6
2SK1345	N-FET 60V 20A 40W
2SK1350	N-FET 200V 15A 45W 0E14
2SK1351	N-FET 500V 5A 40W <1E5
2SK1356	N-FET 900V 3A 40W
2SK1357	N-FET 900V 5A 125W
2SK1358	N-FET 900V 9A 150W 1.4E
2SK1363	N-FET 900V 8A 90W 1.4E
2SK1377	N-FET 500V 5.5A 40W
2SK1378	N-FET 400V 10A 125W 0.55E
2SK1379	N-FET 60V 50A 150W
2SK1388	N-FET 30V 35A 60W
2SK1400	N-FET 300V 7A 50W
2SK1404	N-FET 600V 5A 35W 1E5
2SK1419	N-FET 60V 15A 25W
2SK1420	N-FET 60V 25A 30W 0.045E
2SK1444	N-FET 450V 3A 25W 2.6E
2SK1447	N-FET 450V 9A 40W
2SK1460	N-FET 900V 3.5A 40W 2E8
2SK1461	N-FET 900V 5A 120W
2SK1462	N-FET 900V 8A 150W
2SK1502	N-FET 900V 7A 120W 2E
2SK1507	N-FET 600V 9A 50W 240ns
2SK152	N-FET 15V 9.5mA Up<2V
2SK1529	N-FET 180V 10A 120W
2SK1530	N-FET 200V 12A 150W
2SK1531	N-FET 500V 15A 150W E45
2SK1537	N-FET 900V 5A 100W 290ns
2SK1544	N-FET 500V 25A 200W 0.2E
2SK161	N-FET 18V 0.01A 0.2W
2SK1612	N-FET 900V 3A 50W 40/140ns
2SK163	N-FET 50V 0.03A 0.4W
2SK1637	N-FET 600V 4A 35W <2E4
2SK1643	N-FET 900V 5A 125W 2.8E
2SK1653	N-FET 60V 45A 45W
2SK168	N-FET 30V 20mA 0.2W FM-V/
2SK170	N-FET 40V 20mA 0.4W
2SK1723	N-FET 600V 12A 150W
2SK1833	N-FET 500V 2.5A 40W <4E
2SK184	N-FET 50V 0.6mA Up<1.5V
2SK1917M	N-FET 250V 10A 50W
2SK192	N-FET 18V Idss>3mA Up<3V
2SK1924	N-FET 600V 6A 1.75W
2SK193	N-FET-DG 15V VHF
2SK1940	N-FET 600V 12A 125W
2SK1941	N-FET 600V 16A 100W
2SK1943	N-FET 900V 5A 80W <2E8
2SK1953	N-FET 600V 2A 25W 5E
2SK2038	N-FET 800V 5A 125W 2E2
2SK2039	N-FET 900V 5A 150W <2E5
2SK2043	N-FET 600V 2A 2W 4E3
2SK2056	N-FET 800V 4A 40W 2.4E
2SK2078	N-FET 800V 9A 150W <1E2
2SK2083	N-FET 900V 5A 70W 3E6
2SK212	N-FET 20V 0.6mA 0.2W
2SK2134	N-FET 200V 13A 70W
2SK2136	N-FET 200V 20A 75W
2SK214	N-FET 160V 0.5A 30W
2SK2141	N-FET 600V 6A 35W 1.1E
2SK216	N-FET 200V 0.5A 30W
2SK2161	N-FET 200V 9A 25W 0.35E
2SK223	N-FET 80V 1.2mA 0.4W
2SK2333	N-FET 700V 6A 50W <2E
2SK2352	N-FET 600V 6A 45W <1E25
2SK240	N-FET 40V 2.6mA Up<1.5V
2SK241	N-FET 20V FM/VHF
2SK246	N-FET 50V 1,2mA Up<6V
2SK2485	N-FET 900V 6A 100W 2.8E
2SK2545	N-FET 600V 6A 40W 1.25E
2SK2561	N-FET 600V 9A 80W 1.2E
2SK2605	N-FET 800V 5A 45W 2.2E
2SK2632LS	N-FET 800V 2.5A 30W <4E8
2SK301	N-FET 55V 20mA 0.25W
2SK303	N-FET 30V 0.6mA Up<4V
2SK304	N-FET 30V 0.6mA Up<4V
2SK30ATM	N-FET 50V 6.5mA
2SK315	N-FET 20V 2.5mA 0.2W
2SK320	N-FET 450V 5A 50W <1E83
2SK33	N-FET 20V 20mA 0.15W
2SK330	N-FET 50V 14MA 0.2W 320R
2SK332	N-FET 40V 12mA Up=0.5V
2SK357	N-FET 150V 5A 40W
2SK359	N-FET 20V 30mA 0.4W
2SK363	N-FET 40V 5mA Up<1.2V
2SK364	N-FET 40V 2.6mA Up<1.5V
2SK367	N-FET 100V 0.6mA
2SK369	N-FET 40V 5mA Up<1.2V
2SK373	N-FET 100V 0.6mA
2SK374	N-FET 55V 1mA Up<5V
2SK381	N-FET 50V 0.3mA 0.3W
2SK386	N-FET 450V 10A 120W
2SK389	2xN-FET 50V
2SK40	N-FET 50V 6.5mA
2SK400	N-FET 200V 8A 100W 0E7
2SK404	N-FET 20V 1.2mA 0.2W
2SK415	N-FET 800V 3A 100W <6E
2SK423	N-FET 100V 0.5A 0.9W 25ns
2SK427	N-FET 15V 2.5mA Up<1.5V
2SK430	N-FET 150V 3A 20W 0E8
2SK439	N-FET 20V 30mA 0.3W
2SK511	N-FET 250V 0.3A 8W
2SK513	N-FET 800V 3A 60W 50/120ns
2SK526	N-FET 250V 10A 40W 0.6R
2SK537	N-FET 900V 1A 60W
2SK538	N-FET 900V 3A 100W 4.5R
2SK544	N-FET 20V 30mA 0.3W
2SK55	N-FET 18V 14mA VHF
2SK553	N-FET 500V 5A 50W 1E5
2SK555	N-FET 500V 7A 60W
2SK557	N-FET 500V 12A 100W 0E6
2SK559	N-FET 450V 15A 100W 0E36
2SK583	N-FET 50V 0.2A 0.6W 20E
2SK606	N-FET 30V 20mA Up<3V
2SK611	N-FET 100V 1A 10W 6E
2SK612	N-FET 100V 2A 20W
2SK68	N-FET 50V 0.5mA Up<1.5V
2SK685	N-FET 1000V 5A 100W 2E
2SK701	N-FET 60V 2A 15W
2SK703	N-FET 100V 5A 35W 0E5
2SK719	N-FET 900V 5A 120W
2SK725	N-FET 500V 15A 125W 0E38
2SK727	N-FET 900V 5A 125W 2E5
2SK73	N-FET 200V 0.1A 5W
2SK735	N-FET 450V 10A 100W <0E8
2SK754	N-FET 160V 10A 50W 0E22
2SK758	N-FET 250V 5A 40W OE7
2SK769	N-FET 500V 10A 100W 1E
2SK786	N-FET 20V 3A 50W 7E5
2SK787	N-FET 900V 8A 120W
2SK790	N-FET 500V 15A 150W
2SK791	N-FET 850V 3A 100W 4.5R
2SK792	N-FET 900V 3A 100W 4.5R
2SK793	N-FET 850V 5A 150W 2.5R
2SK794	N-FET 900V 5A 150W 2.5R
2SK796	N-FET 800V 3A 90W 5E
2SK806	N-FET 600V 3A 50W <2E7
2SK817	N-FET 60V 26A 35W 0.08E
2SK83	N-FET 25V 10MA 0.1W Up<2.
2SK851	N-FET 200V 30A 150W
2SK856	N-FET 60V 45A 125W
2SK872	N-FET 900V 6A 150W 2.5E
2SK875	N-FET 450V 12A 120W 0.6E
2SK890	N-FET 200V 10A 75W
2SK891	N-FET 100V 18A 125W
2SK899	N-FET 500V 18A 125W
2SK902	N-FET 250V 30A 150W
2SK903	N-FET 800V 3A 40W 4E
2SK904	N-FET 800V 3A 80W 4E
2SK940	N-FET 60V 0.8A 0.9W 1.1E
2SK943	N-FET 60V 25A 40W E046
2SK951	N-FET 800V 2.5A 40W 7E
2SK952	N-FET 800V 0.5mA
2SK955	N-FET 800V 5A 125W 2E
2SK956	N-FET 800V 9A 150W 1E5
2SK962	N-FET 900V 0.5mA Up>2.5V
3SK131	N-FET-DG 20V 25mA 0.2W
3SK60	N-FET-DG 15V 33mA
3SK73	N-FET-DG 20V 3mA
3SK74	N-FET-DG 20V 25mA 0.2W
AC121	GE-P 20V 0.3A 0.9W
AC122	GE-P 30V 0.2A 0.225W
AC125	GE-P 32V 0.2A
AC126	GE-P 32V 0.2A 0.5W
AC127	GE-N 32V 0.5A
AC128K	GE-P 32V 1A 1W
AC131	GE-P 30V 1A 0.75W
AC132	GE-P 32V 0.2A 0.5W
AC138	GE-P 32V 1.2A 0.22W 1.5MHz
AC141K	GE-N 32V 1.2A 1W
AC151	GE-P 32V 0.2A 0.9W
AC153	GE-P 32V 2A 1W
AC153K	GE-P 32V 2A 1W
AC176K	GE-N 32V 1A 1W
AC180	GE-P 32V 1.5A 0.3W 1MHz
AC187K	GE-N 25V 1A 1W COOLED
AC188	GE-P 25V 1A 1W
AC188K	GE-P 25V 1A 1W
AD133	GE-P 50V 15A 36W
AD136	GE-P 40V 10A 11W
AD139	GE-P 32V 3.5A 13W
AD148	GE-P 32V 3.5A 13.5W
AD149	GE-P 50V 3.5A 27W
AD162	GE-P 32V 1A 6W
AD165	GE-N 25V 1A 6W
AD166	GE-P 60V 5A 27.5W
AF106	GE-P 25V 10mA 220MHz VHF
AF109R	GE-P 20V 12mA 260MHz VHF
AF118	GE-P 70V 30mA 375mW 125MHz
AF121	GE-P 25V 10mA 270MHz
AF125	GE-P 32V 10mA 75MHz
AF127	GE-P 32V 10mA 75MHz
AF139	GE-P 20V 10mA 550MHz
AF200	GE-P 25V 10mA 0.145W
AF201	GE-P 25V 10mA 0.145W
AF239S	GE-P 15V 10mA 700MHz
AF279	GE-P 15V 10mA 60mW 780MHz
AF279S	GE-P 20V 10mA 0.6W
AF280	GE-P UHF MIXER 550MHz
AF306	GE-P 25V 15mA 60mW 500MHz
AF367	GE-P 153V 10mA UHF 800MHz
AF379	GE-P UHF 1250MHz
AL102	GE-P 130V 6A 30W
AL112	GE-P 130V 6A 10W
ASY27	GE-P 25V 0.2A 0.15W
ASY77	GE-P 60V 1A 0.26W 500KHz
ASZ15	GE-P 100V 8A 30W
ASZ18	GE-P 100V 8A 30W
BC107B	SI-N 50V 0.2A 0.3W 250MHz
BC107C	SI-N 50V 0.2A 0.3W 250MHz
BC109B	SI-N 30V 0.2A 0.3W 300MHz
BC109C	SI-N 30V 0.2A 0.3W 150MHz
BC117	SI-N 120V 50mA 0.3W >60MHz
BC119	SI-N 60V 1A 0.8W 10MHz
BC135	SI-N 45V 0.2W >200MHz
BC136	SI-N 60V 0.5A 0.3W >60MHz
BC139	SI-P 40V 0.5A 0.7W
BC142	SI-N 80V 1A 0.8W
BC143	SI-P 60V 1A 0.7W AF/DRIVE
BC177A	SI-P 50V 0.1A 0.3W 130MHz
BC177B	SI-P 50V 0.1A 0.3W 130MHz
BC177C	SI-P 50V 0.1A 0.3W 130MHz
BC190	SI-N 70V 0.1A 0.3W 250MHz
BC285	SI-N 120V 0.1A 0.36W 80MHz
BC300	SI-N 120V 0.5A 6W 120MHz
BC303	SI-P 85V 1A 6W 75MHz
BC313	SI-P 60V 1A 4W 50MHz
BC368	SI-N 20V 1A 0.8W 100MHz
BC369	SI-P 20V 1A 0.8W
BC376	SI-P 25V 1A 0.625W 150MHz
BC393	SI-P 180V 10mA 40mW
BC441	SI-N 75V 2A 1W
BC448	SI-P 80V 0.3A 0.625W >100
BC449	SI-N 100V 0.3A 0.625W
BC450	SI-P 100V 0.3A 0.625W
BC451	SI-N 50V 0.1A 0.3W >150MHz
BC461	SI-P 75V 2A 1W
BC485	SI-N 45V 1A 0.625W 200MHz
BC487B	SI-N 60V 1A 0.625W 200MHz
BC488	SI-P 60V 0.1A 625mW >135MHz
BC489	SI-N 80V 1A 0.625W 200MHz
BC490	SI-P 80V 1A 0.625W 200MHz
BC516	P-DARL 40V 0.4A 0.625W
BC517	N-DARL 40V 0.4A 0.625W
BC538	SI-N 80V 1A 0.625W 100MHz
BC546A	SI-N 80V 0.2A 0.5W
BC546B	SI-N 80V 0.2A 0.5W
BC546C	SI-N 80V 0.1A 0.5W
BC547A	SI-N 50V 0.2A 0.5W
BC547B	SI-N 50V 0.2A 0.5W 300MHz
BC547C	SI-N 50V 0.2A 0.5W 300MHz
BC550B	SI-N 50V 0.2A 0.5W
BC550C	SI-N 50V 0.2A 0.5W
BC556A	SI-P 60V 0.2A 0.5W
BC556B	SI-P 80V 0.2A 0.5W
BC557A	SI-P 50V 0.2A 0.5W
BC557B	SI-P 50V 0.2A 0.5W
BC557C	SI-P 50V 0.2A 0.5W
BC560B	SI-P 50V 0.2A 0.5W
BC560C	SI-P 50V 0.2A 0.5W
BC618	N-DARL 80V 1A 0.625W B>10
BC639	SI-N 80V 1A 0.8W 100MHz
BC640	SI-P 80V 1A 0.8W 130MHz
BC846B	SI-N 80V 0.1A 0.25W 1B
BC847A	SI-N 50V 0.1A 0.2W
BC847B	SI-N 50V 0.1A 0.25W 1F
BC847BR	SI-N 50V 0.1A 0.25W SMD
BC847C	SI-N 50V 0,1A 0.25W 1G
BC849C	SI-N 30V 0.1A 0.25W 2C
BC850C	SI-N 45V 0.1A 0.25W 2G
BC856A	SI-P 65V 0.1A 150MHz 3A
BC856B	SI-P 65V 0.1A 150MHz 3B
BC857A	SI-P 50V 0.1A 150MHz
BC857B	SI-P 45V 0.1A 0.2W 3F
BC857BR	SI-P 45V 0.1A 0.2W
BC857C	SI-P 45V 0.1A 0.25W 3G
BC859B	SI-P 30V 0.1A 0.25W 4B
BC860B	SI-P 50V 0.1A 4F
BC860C	SI-P 50V 0.1A 4G
BC868	SI-N 25V 1A 60MHz
BC869	SI-P 25V 1A 1W 60MHz
BC879	N-DARL 100V 1A 0.8W
BC880	P-DARL 100V 1A 0.8W
BCP68	SI-N 20V 1A 1.5W 60MHz
BCV27	N-DARL 40V 0.5A 0.25W B>1
BCX17	SI-P 50V 0.5A 100MHz T1
BCX17R	SI-P 50V 0.5A 100MHz T4
BCX19	SI-N 50V 0.5A 300mW 200MHz
BCX38B	N-DARL 80V 0.8A 1W B>4000
BCX53	SI-P 100V 1A 50MHz
BCX56	SI-N 100V 1A 130MHz
BCY59	SI-N 45V 0.2A 1W 250MHz
BCY71	SI-P 45V 0.2A 0.35W
BCY72	SI-P 30V 0.2A 0.35W
BCY79	SI-P 45V 0.2A 1W 180MHz
BCY85	SI-N 100V 0.2A 0.3W
BD109	SI-N 60V 3A 15W
BD115	SI-N 245V 0.15A 0.8W
BD129	SI-N 400V 0.5A 17.5W
BD131	SI-N 70V 3A 15W >60MHz
BD132	SI-P 45V 3A 15W >60MHz
BD141	SI-N 140V 8A 117W
BD142	SI-N 50V 15A 117W
BD159	SI-N 375V 0.5A 20W
BD160	SI-N 250V 5A 25W
BD179	SI-N 80V 3A 30W
BD180	SI-P 80V 3A 30W >2MHz
BD183	SI-N 85V 15A 117W
BD201	SI-N 60V 8A 55W
BD201F	SI-N 60V 8A 32W
BD204F	SI-P 60/60V 8A 60W >7MHz
BD230	SI-N 100V 1.5A 12.5W
BD231	SI-P 100V 1.5A 12.5W
BD232	SI-N 300V 0.25A 7W
BD237	SI-N 100V 2A 25W 3MHz
BD238	SI-P 100V 2A 25W 3MHz
BD239C	SI-N 100V 2A 30W 3MHz
BD240	SI-P 45V 2A 30W
BD240C	SI-P 100V 2A 30W 3MHz
BD241C	SI-N 100V 3A 40W 3MHz
BD241D	SI-N 120V 3A 40W 3MHz
BD242C	SI-P 100V 3A 40W 3MHz
BD243C	SI-N 100V 6A 65W 3MHz
BD243F	SI-N 200V 6A 65W 3MHz
BD244C	SI-P 100V 6A 65W 3MHz
BD244F	SI-P 200V 6A 65W 3MHz
BD250C	SI-P 100V 25A 125W 3MHz
BD277	SI-P 45V 7A 70W >10MHz
BD302	SI-P 60V 8A 55W >3MHz
BD303	SI-N 60V 8A 55W >3MHz
BD314	SI-P 80V 10A 150W
BD317	SI-N 100V 16A 200W 1MHz
BD318	SI-P 100V 16A 200W
BD329	SI-N 32V 3A 15W 130MHz
BD330	SI-P 32V 3A 15W
BD335	N-DARL 100V 6A 60W
BD336	P-DARL 100V 6A 60W
BD337	N-DARL+D 120V 6A 60W >10MHz
BD362	SI-P 32V 3A 15W
BD371B	SI-N 60V 1,5A 2,5W
BD385	SI-N 60V 1A 10W >250MHz
BD387	SI-N 80V 1A 10W >250MHz
BD410	SI-N 500V 1A 20W
BD411	N-DARL 50V 2A 10W B>25K
BD441	SI-N 80V 4A 36W 3MHz
BD442	SI-P 80V 4A 36W 3MHz
BD515	SI-N 45V 2A 10W 160MHz
BD537	SI-N 80V 8A 50W
BD538	SI-P 80V 4A 50W >3MHz
BD539	SI-N 40V 5A 45W
BD543C	SI-N 100V 8A 70W 3MHz
BD545	SI-N 40V 15A 85W 3MHz
BD637	SI-N 100V 2A 3OW >3MHz
BD638	SI-P 100V 2A 30W >3MHz
BD648	P-DARL 80V 8A 62,5W
BD651	N-DARL 120V 8A 62.5W
BD652	P-DARL 120V 8A 62.5W
BD679A	N-DARL+D 80V 4A 40W
BD680A	P-DARL+D 80V 4A 40W
BD681	N-DARL+D 100V 4A 40W B>75
BD682	P-DARL+D 100V 4A 40W
BD683	N-DARL 120V 4A 40W
BD684	P-DARL 120V 4A 40W
BD711	SI-N 100V 12A 75W
BD712	SI-P 100V 12A 75W POWER
BD722	SI-P 80V 4A 36W >3MHz
BD743C	SI-N 110V 15A 90W >5MHz
BD744C	SI-P 110V 15A 90W 5MHz
BD750	SI-P 100V 20A 200W
BD751	SI-N 100V 20A 200W
BD791	SI-N 100V 4A 15W
BD792	SI-P 100V 4A 15W
BD801	SI-N 100V 8A 65W >3MHz
BD829	SI-N 100V 1A 8W
BD830	SI-P 100V 1A 8W 75MHz
BD839	SI-N 45V 1.5A 10W 125MHz
BD843	SI-N 100V 1.5A 10W >150MHz
BD877	N-DARL 80V 1A 9W 200MHz
BD879	N-DARL 100V 1A 9W 200MHz
BD880	P-DARL 100V 1A 200MHz
BD901	N-DARL+D 100V 8A 70W
BD902	P-DARL 100V 8A 70W
BD911	SI-N 100V 15A 90W
BD912	SI-P 100V 15A 90W
BD939F	SI-N 120V 3A 19W 3MHz
BD941	SI-N 140V 3A 30W 3MHz
BD942	SI-P 140V 3A 30W 3MHz
BD943	SI-N 22V 5A 40W 3MHz
BD948	SI-P 45V 5A 40W 3MHz
BD951	SI-N 80V 5A 40W >3MHz
BD956	SI-P 120V 5A 40W 3MHz
BDT61	N-DARL+D 60V 4A 50W >10MHz
BDT61C	N-DARL+D 120V 4A 50W >10MHz
BDT61F	N-DARL+D 60V 4A
BDT62C	P-DARL 120V 10A 90W B>1K
BDT63C	N-DARL 120V 10A 90W B>1K
BDT64C	P-DARL 120V 12A 125W B>1K
BDT65C	N-DARL 120V 12A 125W B>1K
BDT85A	SI-N 100V 15A 125W 20MHz
BDT86A	SI-P 100V 15A 125W 20MHz
BDT87	SI-N 120V 15A 125W 10MHz
BDT88	SI-P 120V 12A 117W
BDT95A	SI-N 100V 10A 90W 4MHz
BDT96A	SI-P 100V 10A 90W 4MHz
BDV64C	P-DARL+D 120V 20A 125W B>
BDV65B	N-DARL+D 100V 20A 125W B>
BDV65C	N-DARL+D 120V 20A 125W B>
BDV66C	P-DARL+D 120V 16A 200W 7MHz
BDV66D	P-DARL+D 160V 16A 200W
BDW22C	SI-P 100V 10A 90W >3MHz
BDW23C	N-DARL+D 100V 6A 50W
BDW42	N-DARL 100V 15A 85W B>1K
BDW46	P-DARL 80V 15A 85W B>1K
BDW47	P-DARL 100V 15A 85W B>1K
BDW51C	SI-N 100V 15A 125W >3MHz
BDW83C	N-DARL 100V 15A 150W
BDW83D	N-DARL+D 120V 15A 150W
BDW84C	P-DARL 100V 15A 150W
BDW84D	P-DARL+D 120V 15A 150W >1
BDW93CF	N-DARL 100V 12A 40W ISOLA
BDW94C	P-DARL 100V 12A 80W
BDX11	SI-N 160V 10A 117W >0.8MHz
BDX16A	SI-P 140V 3A 25W 800KHz
BDX20	SI-P 160V 10A 117W >4MHz
BDX32	SI-N 1700V 4A 40W
BDX33C	N-DARL 100V 10A 70W
BDX34C	P-DARL 100V 10A 70W
BDX37	SI-N 80V 5A 15W 350ns
BDX44	N-DARL+D 90V 1A 5W 1.5us
BDX47	P-DARL 90V 1A 5W
BDX50	SI-N 160V 16A 150W >800KH
BDX53C	N-DARL 100V 6A 60W B=500
BDX53F	N-DARL 160V 6A 60W B=500
BDX54C	P-DARL 100V 6A 60W B=500
BDX54F	P-DARL 160V 6A 60W B=500
BDX62C	P-DARL 120V 8A 90W
BDX63C	N-DARL 140V 8A 90W
BDX64C	P-DARL 120V 12A 117W B>1K
BDX65C	N-DARL 120V 12A 117W
BDX66C	P-DARL 120V 16A 150W
BDX66C	P-DARL 120V 16A 150W
BDX67C	N-DARL 120V 16A 150W
BDX71	SI-N 70V 10A 75W >0.8MHz
BDX75	SI-N 45V 16A 75W >0.8MHz
BDX77	SI-N 100V 8A 60W >7MHz
BDX87C	N-DARL 100V 12A 120W
BDX88C	P-DARL 100V 12A 120W
BDX94	SI-P 80V 8A 90W >4MHz
BDX95	SI-N 100V 8A 90W >4MHz
BDX96	SI-P 100V 8A 90W >4MHz
BDY20	SI-N 100V 15A 117W 1MHz
BDY29	SI-N 100V 30A 220W POWER
BDY56	SI-N 180V 15A 115W >10MHz
BDY58	SI-N 160V 25A 175W
BDY73	SI-N 100V 15A 115W >8KHz
BDY83B	SI-P 50V 4A 36W 3MHz
BDY90	SI-N 120V 10A 60W 0.35us
BF115	SI-N 50V 30mA 0.15W
BF120	SI-N 220V 50mA 0.3W
BF125	SI-N AM/FM V/M/O/ZF450MHz
BF152	SI-N 30V 0.2W 800MHz VHF-
BF155	SI-N 40V 20mA 600MHz
BF161	SI-N 50V 20mA 550MHz
BF163	SI-N 40V 20mW 600MHz
BF164	SI-N 40V 0.2W 600MHz
BF166	SI-N 40V 20MA 0.175W 500MHz
BF173	SI-N 40V 25mA 0.23W 600MHz
BF180	SI-N 30V 20mA 675MHz .15W
BF182	SI-N 25V 20mA 650MHz
BF184	SI-N 20V 30mA 260MHz
BF186	SI-N 190V 0.06A 0.8W 120MHz
BF189	SI-N 30V 25mA 270MHz
BF195	SI-N 30V 30mA 200MHz .22W
BF199	SI-N 40V 25mA 0.3W 550MHz
BF200	SI-N 30V 20mA 0.15W 500MHz
BF224	SI-N 45V 50mA 0.25W 450MHz
BF240	SI-N 40V 25mA 0.25W 400MHz
BF244A	N-FET 30V 25mA 0.3W
BF244C	N-FET 30V 25mA 0.3W
BF245A	N-FET 30V 25mA 0.3W
BF245B	N-FET 30V 25mA 0.3W
BF245C	N-FET 30V 0.1A 0.3W 170MC
BF246C	N-FET 25V 25mA 0.25W
BF247B	N-FET 25V 25mA 0.25W
BF247C	N-FET 25V 25mA 0.25W
BF253	SI-N 30V 30mA 150MHz
BF254	SI-N 30V 30mA 260MHz .22W
BF255	SI-N 20V 30mA 200MHz .22W
BF256A	N-FET 30V 7mA Vgs<7.5
BF256B	N-FET 30V 13mA
BF256C	N-FET 30V 10mA 0.25W
BF259	SI-N 300V 0.1A 0.8W 90MHz
BF259S	SI-N 300V 0.1A 0.8W 90MHz
BF271	SI-N 40V 30mA 240mW 1GHz
BF299	SI-N 300V 0.1A 0.625W
BF316	SI-P UHF-M/O 550..660MHz
BF324	SI-P 30V 25mA 450MHz .25W
BF339	SI-P VHF-V/M/O 500MHz
BF343	SI-P 35V 35mA >80MHz .25W
BF357	SI-N 30V 0.05A 1.6GHz
BF362	SI-N UHF-V 800MHz
BF370	SI-N 40V 0.1A 0.5W >500MHz
BF377	SI-N 15V 25mA 1.3GHz
BF393	SI-N 300V 0.5A 0.65W
BF410B	N-FET 20V 0.7mA
BF410C	N-FET 20V 12mA AMPLIF
BF411	SI-N 110V 0.05A 0.3W
BF417	SI-N 300V 0.2A 6W 50MHz
BF418	SI-P 300V 0.2A 6W 50MHz
BF419	SI-N 300V 0.1A 6W
BF420	SI-N 300V 0.1A 0.83W
BF421	SI-P 300V 0.1A 0.83W
BF424	SI-P 30V 25mA 300MHz
BF435	SI-P 160V 0.2A 0.625W 80MHz
BF440	SI-P 40V 25mA 250MHz
BF441B	SI-P 40V 25mA 250MHz
BF450	SI-P 40V 25mA 375MHz .25W
BF455	AM/FM-V/M/O 400MHz
BF459	SI-N 300V 0.1A 10W 90MHz
BF462	SI-N 350V 0.5A 10W 45MHz
BF471	SI-N 300V 0.1A 2W 60MHz
BF472	SI-P 300V 30mA 2W 60MHz
BF479	SI-P 30V 50mA .16W 1.4GHz
BF487	SI-N 400V 0.05A 0.83W
BF493	SI-P 300V 0.5A 0.625W
BF494	SI-N 20V 30mA 260MHz
BF495C	SI-N 30V 30mA 200MHz 0.3W
BF496	SI-N 30V 20mA 0.3W 550MHz
BF506	SI-P 40V 30mA 0.3W 550MHz
BF507	SI-N 30V 20mA 0.5W >750MHz
BF509	SI-P 40V 30mA 0.3W 750MHz
BF516	SI-P 35V 20mA 850MHz
BF569	SI-P 40V 30mA 280mW 850MHz
BF585	SI-N 350V 0.05A 5W 70MHz
BF587	SI-N 400V 0.05A 5W >70MHz
BF622	SI-N 250V 0.1A 2W
BF679	SI-P 40V 30mA .16W 880MHz
BF680	SI-P 40V 30mA .16W 750MHz
BF689	SI-N 15V 25mA 0.2W 1GHz
BF689K	SI-N 25V 25mA 0.36W 0.2GHz
BF758	SI-N 300V 0.5A 2W
BF759	SI-N 350V 0.5A 10W VID-PO
BF763	SI-N 15V 25mA 0.36W 1.8GHz
BF770A	SI-N 15V 0.05A 5.5 GHZ
BF791	SI-P 300V 0.1A 5W
BF799	SI-N 30V 35mA 280mW 800MHz
BF819	SI-N 250V 0.1A 1.2W
BF820	SI-N 300V 25mA >60MHz
BF821	SI-P 300V 25mA 0.31W
BF840	SI-N 40V 25mA 0.28W 380MHz
BF844	SI-N 450V 0.3A 625mW >50MHz
BF859	SI-N 300V 0.1A 2.5W
BF871	SI-N 300V 0.1A 1.8W
BF872	SI-P 300V 0.1A 1.6W 60MHz
BF881	SI-N 400V 0.03A >60MHz
BF883S	SI-N 275V 0.05A 7W >60MHz
BF891	SI-P 400V 30mA <60MHz
BF910	N-FET-DG 20V 50mA 0.33W
BF926	SI-P 20V 25mA 350MHz 17dB
BF939	SI-P 30V 220mA 750MHz .25
BF959	SI-N 20V 0.1A 1.1GHz
BF960	N-FET-DG 20V 25mA .8GHz 1
BF961	N-FET-DG 20V 30mA .2GHz 2
BF964	N-FET-DG 20V 30mA .2GHz 2
BF966	N-FET-DG 20V 30mA .8GHz 1
BF966S	N-FET-DG 20V 30mA .2W .8GHz
BF967	SI-P 30V 20mA 900MHz .16W
BF968	SI-P UHF TRANS. 1100MHz
BF970	SI-P 35V 30mA 0.3W 1GHz
BF979	SI-P 20V 50mA 0.3W 1.75GHz
BF980A	N-FET-DG 18V 30mA UHF
BF981	N-FET-DG 20V 20mA VHF
BF982	N-FET-DG 20V 40mA 200MHz
BF989	N-FET 20V 30mA 0.2W
BF990A	N-FET-DG 18V 30mA 0.2W
BF991	N-FET-DG 20V 20mA UHF
BF992	N-FET 20V 40mA 0.2W
BF994S	N-FET-DG 20V 30mA 200MHz
BF996S	N-FET-DG 20V 30mA 800MHz
BF998	N-FET-DG 12V 30mA 800MHz
BF999	N-FET 20V 30MA 0.2W 300MHz
BFG135	SI-N 25V 0.15A 1W BIPOLAR
BFG198	SI-N 20V 0.1A 1W 8GHZ
BFG65	SI-N 10V 50mA 0.3W 8GHz
BFG94	SI-N 15V 60mA 0.7W BIPOLA
BFG96	SI-N 20V 75mA 0.7W 800MHz
BFG97	SI-N 20V 0.1A 0.5W BIPOLA
BFQ10	N-FET 30V 30mA 250mW
BFQ162	SI-N 20V 0.5A 3W 1GHz
BFQ232	SI-N 100V 0.3A 1GHz
BFQ232A	SI-N 115V 0.3A 800MHz
BFQ235A	SI-N 115V 0.3A 3W 800MHz
BFQ252	SI-P 100V 0.3A 3W
BFQ252A	SI-P 115V 0.3A 800MHz
BFQ255	SI-P 100V 0.3A 3W 1GHz
BFQ255A	SI-P 115V 0.3A 3W 800MHz
BFQ262	SI-P 100V 0.4A 5W 1GHz
BFQ262A	SI-P 115V 0.4A 5W 800MHz
BFQ33C	SI-N 7V 20mA 0.14W 12.5GHz
BFQ34	SI-N 18V 0.15A 2.7W 4GHz
BFQ43	SI-N 18V 1.2A 4W 175MHz 1
BFQ65	SI-N 10V 50mA 0.3W 8GHz 8
BFQ68	SI-N 18V 0.3A 4.5W 4GHz
